,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Age,Visibility_p_MRP,Outlet_Size_Encoded,Outlet_Type_Encoded,Item_Fat_Content_Encoded,Item_Identifier_Cat_Enc,Outlet_Location_Type_Enc,Item_Type_Enc
0,-0.8418716873704777,-0.9707321742340472,1.747453810500045,1999,3735.138,25,6.423823061760736e-05,1,1,1,1,0,4
1,-1.6417058911861941,-0.9081112260568366,-1.4890232521574345,2009,443.4228,15,0.0003993895900491411,1,1,2,0,2,14
2,1.0985544875670585,-0.9569173311583046,0.010040209322175003,1999,2097.27,25,0.00011834706746317559,1,1,1,1,0,10
3,1.5008379628589867,-1.2817577519125376,0.6600495477422742,1998,732.38,26,0.0,3,3,2,1,2,6
4,-0.9294275025810741,-1.2817577519125376,-1.399219605090881,1987,994.7052,37,0.0,0,0,1,2,2,9
5,-0.5827538018147947,-1.2817577519125376,-1.4387337236796227,2009,556.6088,15,0.0,1,1,2,1,2,0
6,0.18750073470004458,-1.0348125138019009,-1.3382381721359564,1987,343.5528,37,0.00022097388429866735,0,0,2,1,2,13
7,0.0,1.1888375157913318,-0.5336410457037208,1985,4022.7636,39,0.0011828809823852889,1,1,1,1,2,13
8,0.7909259476379368,-0.9583314466642703,-0.7069083520213211,2002,1076.5986,22,0.0001720807114587007,3,3,2,1,1,5
9,1.5008379628589867,0.5488453065859961,0.7520082767866417,2007,4710.535,17,0.000502869161873993,3,3,2,1,1,5
10,-0.2502783413529361,-1.2817577519125376,-1.532847534701804,1999,1516.0266,25,0.0,1,1,1,1,0,6
11,1.3351918259740752,-0.4005879987703265,0.05006178387588622,1997,2187.153,27,0.000315479216599519,2,2,2,1,0,4
12,0.5306248753902185,0.6566838971316045,0.07203655420703896,1999,1589.2646,25,0.0006874791206404241,1,1,2,1,0,6
13,1.1222182214077605,-0.36582567456558046,-0.34228518245758355,1997,2145.2076,27,0.00039486997631983103,2,2,2,1,0,13
14,0.8264215483989897,0.03667562225268422,0.8904538263181622,1987,1977.426,37,0.00034628079652784067,0,0,1,1,2,6
15,-0.9128628888925828,0.057310668766534865,-1.3590727724192342,1997,1547.3192,27,0.0012258205261047454,2,2,2,1,0,2
16,-0.2502783413529361,-1.115150811092473,-0.4118034379118073,2009,1621.8888,15,7.452198194699226e-05,1,1,1,2,2,8
17,-0.9128628888925828,0.05939256480789004,-1.3911902385565518,1999,718.3982,25,0.0012728954000448848,1,1,2,1,0,2
18,0.0,-0.6181698487241788,-0.4449775686850424,1985,2303.668,39,0.00030223035325564025,1,1,1,0,2,7
19,0.11650953317793943,0.7047240141173493,1.4379377893347167,2004,2748.4224,20,0.00044458338683203263,2,2,1,1,1,4
20,1.4180148944165314,1.396618551583958,1.7645274554986428,1987,3775.086,37,0.0005508389005725619,0,0,2,1,2,13
21,0.0,-0.5956435261714562,0.057034485774297906,1985,4064.0432,39,0.00024490691441522467,1,1,2,1,2,0
22,0.4123062061867102,-0.7836816597018129,0.8915104909540799,2004,1587.2672,20,0.00013077371756118315,2,2,1,2,1,9
23,0.0,-0.16619953110084348,-0.5347394630456173,1985,214.3876,39,0.0005344504326154337,2,2,1,1,0,0
24,0.23482820238144775,-0.7798372603004365,0.385862739327995,1997,4078.025,27,0.00015692842123123725,2,2,2,1,0,5
25,0.03368646473548369,0.6542340957636468,-1.5269732501452886,2007,838.908,17,0.002175905175794014,3,3,1,2,1,9
26,-1.2335064824340904,0.010881101829223017,-1.5847011837805032,2004,1065.28,20,0.0015762596428368846,2,2,2,1,1,13
27,-0.2857739421139887,-0.9066010737321313,-1.636005624188254,1987,308.9312,37,0.0004948341871951407,0,0,3,0,2,7
28,-1.640522704494159,1.847754308283356,-1.5333549906667736,1998,178.4344,26,0.0035480444135833665,3,3,2,1,2,4
29,0.0,0.11803074691389943,-1.5632756221202988,1985,125.8362,39,0.0016547402704523272,2,2,2,1,0,3
30,1.5126698297793377,2.019903784907193,-1.3681588035894812,1998,163.7868,26,0.0030530821606004773,3,3,1,1,2,4
31,1.3588555598147771,0.2848609660693587,-0.7154034218146416,2009,2741.7644,15,0.0008380999050222098,1,1,1,2,2,8
32,1.3825192936554784,-1.2817577519125376,1.857584601884906,2009,3068.0064,15,0.0,1,1,1,1,2,13
33,1.1813775560095148,-1.2817577519125376,-0.7683972409412153,2002,2174.5028,22,0.0,3,3,1,1,1,1
34,1.0985544875670585,0.6157985522146603,0.5440862245068757,1997,2085.2856,27,0.0005598553299579469,2,2,1,0,0,14
35,-0.6762255504855662,0.44886520250168055,0.09181448985439881,1999,3791.0652,25,0.000608622556577525,1,1,1,2,0,8
36,0.0,-0.12831171721837187,-0.20755883550476428,1985,2797.6916,39,0.0004646898908234544,1,1,2,1,2,6
37,-0.9483584896536355,0.9107869114900338,-0.2963475706413785,2009,1609.9044,15,0.0009231679517018284,1,1,2,0,2,14
38,0.0,1.1043638013731725,-1.6701946668914283,1985,388.1614,39,0.0033284700465563946,1,1,2,1,2,13
39,0.0,-0.7685091990669511,-0.8571024706658724,1985,2180.495,39,0.00030222568414901656,1,1,1,1,2,13
40,0.11650953317793943,0.7050997109275305,1.4395436626415825,1997,3435.528,27,0.0004444746682206359,2,2,1,1,0,4
41,-0.7235530181669694,-0.761968306747886,-0.24073296627799962,1987,2150.534,37,0.00021284130410628404,0,0,1,1,2,10
42,0.1756688677796936,1.0017738991623333,0.8337825573188655,1999,2527.3768,25,0.0006107311666984598,1,1,1,1,0,13
43,2.0096082404340727,0.05757949433180596,1.9099457069285748,2009,6768.5228,15,0.00026585394482621713,1,1,1,1,2,3
44,-0.16745527291048037,-0.4623365915137025,-0.23266184703769174,1987,373.5138,37,0.0003342002346159744,0,0,2,1,2,3
45,-1.5233872219826858,0.4528925273309609,0.5958981208795964,1998,358.2004,26,0.0005025200757775679,3,3,0,1,2,4
46,1.5954928982217937,-1.2817577519125376,0.19767686998961118,2002,2428.8384,22,0.0,3,3,1,2,1,8
47,-0.6762255504855662,-0.780164967773948,1.9949734867805091,2002,5815.0972,22,9.757681660612632e-05,3,3,1,1,1,3
48,0.708102879195481,1.075703313573282,-1.2906529343069069,1997,2576.646,27,0.0020064122100887467,2,2,2,1,0,0
49,0.0,3.668255029958881,0.8974682809225524,1985,780.3176,39,0.0012972149244664499,2,2,2,1,0,4
50,-1.2938490037278798,0.031935066567137876,0.04638433400316362,1997,3134.5864,27,0.00047108108634067553,2,2,1,2,0,8
51,-0.6300812694961979,1.8155285577649325,0.008392583309330693,1987,850.8924,37,0.0011292329527387126,0,0,1,1,2,5
52,-0.7010724710183031,-0.7255595567830041,-0.3845035916950874,1987,810.9444,37,0.000245169826021878,0,0,2,1,2,3
53,-0.46443513261128644,-0.021134840704769366,0.889438914388223,2007,3121.2704,17,0.0003312036853152622,3,3,1,1,1,6
54,-0.16745527291048037,-0.7243369334605191,0.16826369450105572,2007,4815.0656,17,0.0001898716650337887,3,3,1,2,1,9
55,-1.171980774448266,-1.0869104819518434,1.7351142800100874,2009,6258.52,15,4.0367301261480045e-05,1,1,1,1,2,13
56,-0.8667186079032145,-0.3483818607948773,-0.5593350186135749,2002,2117.244,22,0.00045362038465668575,3,3,1,2,1,9
57,-1.0631275987810385,0.1129216269205522,-1.6531210218928305,1999,796.9626,25,0.0018911185894571964,1,1,1,0,0,7
58,0.5306248753902185,2.080622176837962,0.8594347775227409,1997,4910.275,27,0.000891884284179301,2,2,1,1,0,13
59,0.0,-0.0978752169438968,0.6269589223809962,1985,892.172,39,0.00033928058748772456,2,2,1,1,0,3
60,-0.6762255504855662,-1.2817577519125376,1.7009669900128916,2009,3185.1872,15,0.0,1,1,1,1,2,6
61,-1.1565993474518101,-0.505107107202535,-0.8614126346215004,2002,1062.6168,22,0.00045873484569222705,3,3,2,1,1,10
62,0.0,-1.0474303562946892,-1.6493600666081507,1985,484.7024,39,0.0003157930562520896,1,1,1,1,2,6
63,0.0,1.6310552411717105,-1.4440587995651901,1985,147.8076,39,0.0029427911539636415,2,2,2,1,0,5
64,0.0,-0.7775301671254918,1.8442301594650097,1985,2543.356,39,0.0001016884241286201,1,1,1,1,2,13
65,1.1458819552484618,2.4990155805231375,0.7135508228338178,1998,184.4266,26,0.0010519969950373894,3,3,0,1,2,13
66,1.5363335636200397,-0.6405648789640572,0.5071511384489609,2004,4865.6664,20,0.00019169894271320442,2,2,1,1,1,10
67,0.18750073470004458,0.2483666454577088,0.7231443099690344,2002,1118.544,22,0.00042438854663914334,3,3,2,1,1,4
68,1.1222182214077605,-0.4735220414631744,0.383158448679233,2002,2302.3364,22,0.00025295783020710624,3,3,1,0,1,14
69,-0.9968691440270738,1.4980312226477892,-0.7250804143618155,1997,2027.361,27,0.0014964643837188677,2,2,1,2,0,8
70,0.6489435445937268,0.7590696508435975,0.4686519317901584,1997,3435.528,27,0.0006187466182149817,2,2,2,1,0,13
71,0.708102879195481,1.0737414877826015,-1.313135160603029,1987,599.22,37,0.002052134358853129,0,0,2,1,2,0
72,1.276032491372321,-1.2817577519125376,0.3815525753723672,2002,4604.6728,22,0.0,3,3,1,1,1,15
73,-1.1838126413686167,-1.0622615421960762,0.7808722436042487,2007,2285.0256,17,5.9724362774155306e-05,3,3,1,1,1,3
74,-1.1909117615208273,2.3301792094005176,1.8206912685329697,1999,5580.7356,25,0.0007326229292942795,1,1,3,2,0,9
75,-1.057211665320863,-0.8126084728147811,-0.43318724686603316,1997,2290.352,27,0.00021229758388178666,2,2,2,1,0,5
76,-0.00180913602556889,-0.6376847241100664,0.5034319358702594,1999,1207.0954,25,0.00019281879887804614,1,1,1,1,0,13
77,0.0,0.9223472054504893,-0.8191942253839966,1985,643.1628,39,0.0012638346128712474,2,2,1,1,0,0
78,1.4535104951775835,0.8997899495450506,-0.5786054982959654,2007,1587.933,17,0.0010723527803342538,3,3,1,1,1,5
79,-1.6452554512622992,-1.2817577519125376,1.309634935609361,2002,5305.0944,22,0.0,3,3,1,1,1,3
80,-1.2062931885172836,-0.13140449041778612,-0.6282623126908718,1997,1697.79,27,0.0005826272798664965,2,2,1,1,0,13
81,-0.2502783413529361,-1.0087252312902335,0.6317765423015935,1997,1427.4752,27,7.81163050421883e-05,2,2,4,1,0,5
82,0.9210764837617961,-0.40510064387029093,0.7541633587644556,2009,4693.89,15,0.00024064696130362705,1,1,3,1,2,13
83,0.0,4.405206554054123,0.8610824035355852,1985,583.2408,39,0.00150769401007946,2,2,1,2,0,9
84,0.0,-0.6735172531625108,0.48792241147254867,1985,3091.9752,39,0.00018311765213880092,1,1,2,1,2,0
85,0.6252798107530253,1.1680796661930146,0.5782752672100504,2007,2479.4392,17,0.0007141065565064507,3,3,2,1,1,6
86,-1.609759850501247,-0.7893844829911503,0.32116210379436905,2004,2716.464,20,0.00015779602713178296,2,2,1,1,1,6
87,0.0,-0.5247496698864766,0.24040273519208438,1985,3285.723,39,0.0002504291210094702,1,1,2,1,2,2
88,-1.5506005158994927,1.1044473563127462,-0.7282504082695684,1997,661.8052,27,0.0012872347339497885,2,2,2,1,0,13
89,1.8912895712305646,-0.513773194504038,-0.380784389116386,1999,1523.3504,25,0.00033785586387541697,1,1,1,1,0,10
90,1.8676258373898627,-0.4983222755493314,-0.3022218551978938,1998,369.519,26,0.00033085209498006924,3,3,1,1,2,6
91,-0.9377098094253197,0.7586440071349515,-1.6232003904393053,1999,690.4346,25,0.0026375366665163428,1,1,1,0,0,4
92,1.5954928982217937,-0.6233542282467218,-1.3783432521016248,2002,1381.535,22,0.0006158327199817263,3,3,1,0,1,14
93,1.619156632062495,-0.2504007761753416,-1.3344772168512766,2004,622.523,20,0.0009191552001105487,2,2,1,1,1,6
94,-0.7235530181669694,-0.8092545492428749,-0.4246504243667342,2004,1274.3412,20,0.00021282301404112818,2,2,1,2,1,8
95,0.0,-1.0934714150520541,-0.3364526506070468,1985,487.3656,39,8.092703850504909e-05,2,2,1,1,0,5
96,-0.16745527291048037,1.2646960395146503,1.6870215862160682,1999,1231.73,25,0.0005339804833242564,1,1,1,1,0,5
97,-0.972022223494337,0.16437823192843373,0.7461339922301263,2004,3755.112,20,0.0003980307336777349,2,2,2,1,1,6
98,0.0,-0.7301563576583404,0.14417559489806764,1985,4363.6532,39,0.00018976868163669196,1,1,1,2,2,9
99,-0.972022223494337,0.16465172850749213,0.7525574854575898,1997,1314.2892,27,0.0003972583250113385,2,2,2,1,0,6
100,0.10467766625758884,-0.04723237618860899,0.16184020127359214,2002,1805.6496,22,0.0004216240597123998,3,3,1,1,1,5
101,0.0,-0.3941133922070817,0.6028708227780081,1985,2854.9504,39,0.000256521034601735,1,1,2,1,2,13
102,-1.076142652393424,0.9637637667403931,0.6119986066542337,1999,3896.2616,25,0.0006468755541510239,1,1,2,1,0,13
103,0.9210764837617961,-0.8004532738867386,-1.6413724527797997,1987,667.7974,37,0.0006403145257360335,0,0,2,0,2,14
104,1.630988498982846,-0.6222356270445548,1.1417344578833066,2009,3185.853,15,0.00016044074172215408,1,1,1,1,2,13
